source_row_id,source_row_index,sample_id,source_name,source_release_id,audio_locator,audio_path_raw,speaker_id_raw,speaker_id,duration_sec_metadata,accent_raw,accent,emotion_raw,emotion_id_raw,emotion,emotion_id,gender_raw,gender,embedded_audio_present,audio_readable,audio_sha256,file_size_bytes,sample_rate_hz,num_channels,sample_width_bytes,num_frames,duration_sec_measured,compression_type,peak_amplitude_ratio,clipped_sample_count,clipped_sample_ratio,possible_clipping,silent_frame_ratio,high_silence_ratio,duration_delta_sec,duplicate_content_group,requires_review,audit_issue
hf_row_000023,23,visec_hf_000023,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=23,00023.wav,0,0,1.34,south,south,happy,0,happy,0,female,female,True,True,3b0fdd6cfc5eae33b17845fd9aaee8a8aa8c7b80af1d9b487498acae7a000028,42924,16000,1,2,21440,1.34,NONE,0.524566650390625,0,0.0,False,0.26865671641791045,False,0.0,,False,
hf_row_000024,24,visec_hf_000024,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=24,00024.wav,0,0,1.26,south,south,happy,0,happy,0,female,female,True,True,0cdf7a5eafc72151e137d389a954c281ff78d4ac57d8e214f58075ba446a6c80,40364,16000,1,2,20160,1.26,NONE,0.116546630859375,0,0.0,False,0.3333333333333333,False,0.0,,False,
hf_row_000025,25,visec_hf_000025,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=25,00025.wav,13,13,1.28,south,south,angry,3,angry,3,female,female,True,True,a00cce8b2eb6ad8b73ab75f5eb9ff002a9d117d413b427b0a3e5a01e9e48a008,41038,16000,1,2,20480,1.28,NONE,0.358551025390625,0,0.0,False,0.0,False,0.0,,False,
hf_row_000026,26,visec_hf_000026,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=26,00026.wav,12,12,1.792,north,north,sad,2,sad,2,male,male,True,True,0edfd5aaeeb81836f2d96d68e0ce884229bc9698de346a333a5c7bb32cf5ca0c,57422,16000,1,2,28672,1.792,NONE,0.72601318359375,0,0.0,False,0.0,False,0.0,,False,
hf_row_000027,27,visec_hf_000027,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=27,00027.wav,14,14,2.624,north,north,happy,0,happy,0,male,male,True,True,e3720bf78c0ced2887cd95fd956cd6fb7423ae34a55398d3446fafb6d56abedb,84046,16000,1,2,41984,2.624,NONE,0.688079833984375,0,0.0,False,0.0,False,0.0,,False,
hf_row_000028,28,visec_hf_000028,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=28,00028.wav,15,15,2.816,south,south,happy,0,happy,0,male,male,True,True,15c25e0aba2c8ce89151c36849add9b1e156aa436d428d949234db80151394ed,90190,16000,1,2,45056,2.816,NONE,0.953887939453125,0,0.0,False,0.0070921985815602835,False,0.0,dup_0021,True,duplicate_audio;speaker_accent_conflict
hf_row_000029,29,visec_hf_000029,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=29,00029.wav,15,15,1.28,south,south,neutral,1,neutral,1,male,male,True,True,8f374036d7160f88a109ec11686f0dfa892e748e07582aef5435e1ee062e2381,41038,16000,1,2,20480,1.28,NONE,0.871368408203125,0,0.0,False,0.234375,False,0.0,,True,speaker_accent_conflict
hf_row_000030,30,visec_hf_000030,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=30,00030.wav,15,15,1.216,south,south,sad,2,sad,2,male,male,True,True,2dded39de3e7afc40b1a3580c07a772da50a1c5e66b0cdc4d4ffa5514d2f8ebc,38990,16000,1,2,19456,1.216,NONE,0.462127685546875,0,0.0,False,0.03278688524590164,False,0.0,dup_0044,True,duplicate_audio;speaker_accent_conflict
hf_row_000031,31,visec_hf_000031,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=31,00031.wav,0,0,1.113,south,south,sad,2,sad,2,female,female,True,True,fdf2c5cdca1fe8ca8a9f20d5be83a9894ec1165a39e00f29983923db5d6de7a8,35660,16000,1,2,17808,1.113,NONE,0.14715576171875,0,0.0,False,0.2857142857142857,False,0.0,,False,
hf_row_000032,32,visec_hf_000032,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=32,00032.wav,0,0,1.72,south,south,sad,2,sad,2,female,female,True,True,e8110c40587cddd9d9d6fe90a3e068333e5e4b99cba5f6921d25b05b8e458b0a,55084,16000,1,2,27520,1.72,NONE,0.038238525390625,0,0.0,False,0.7441860465116279,True,0.0,,True,high_silence_ratio
hf_row_000033,33,visec_hf_000033,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=33,00033.wav,0,0,1.8,south,south,sad,2,sad,2,female,female,True,True,922791fcd2c555558ad36caf95aaa59d195acca6dd93951c57892204f325a329,57644,16000,1,2,28800,1.8,NONE,0.151611328125,0,0.0,False,0.6111111111111112,True,0.0,,True,high_silence_ratio
hf_row_000034,34,visec_hf_000034,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=34,00034.wav,16,16,1.472,north,north,sad,2,sad,2,female,female,True,True,7a487e767374a5d28cea9ca4d29feb63191952d9e09ce4a8b87b7f9a73306323,47182,16000,1,2,23552,1.472,NONE,1.0,66,0.0028023097826086955,True,0.0,False,0.0,,True,possible_clipping
hf_row_000035,35,visec_hf_000035,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=35,00035.wav,0,0,1.22,south,south,happy,0,happy,0,female,female,True,True,dec2f7d095c0850379489e54302810b0c6f4f602cdfabbf034d72d1357717ed4,39084,16000,1,2,19520,1.22,NONE,0.1929931640625,0,0.0,False,0.13114754098360656,False,0.0,,False,
hf_row_000036,36,visec_hf_000036,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=36,00036.wav,12,12,1.536,north,north,angry,3,angry,3,male,male,True,True,e6f8df1e0c31200f45b2468d113f9441a63d1fefbdbc1dcc36b8c0ba497ed928,49230,16000,1,2,24576,1.536,NONE,0.942626953125,0,0.0,False,0.0,False,0.0,,False,
hf_row_000037,37,visec_hf_000037,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=37,00037.wav,17,17,1.984,mid,central,sad,2,sad,2,female,female,True,True,a2cc118cee8340e833d1c27e312134118dc436170e31395435315c5d0b8c7c33,63566,16000,1,2,31744,1.984,NONE,0.461029052734375,0,0.0,False,0.39,False,0.0,,False,
hf_row_000038,38,visec_hf_000038,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=38,00038.wav,0,0,2.06,south,south,neutral,1,neutral,1,female,female,True,True,2080d29d17f3a1db9963ecbe10b060edda2583e23816214657be6b5849d1a4c3,65964,16000,1,2,32960,2.06,NONE,0.232147216796875,0,0.0,False,0.3300970873786408,False,0.0,,False,
hf_row_000039,39,visec_hf_000039,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=39,00039.wav,0,0,1.127,south,south,angry,3,angry,3,female,female,True,True,ef4a1e66cc955a13912224360f2bad10c36ee88c6dc430b1e26ec1bc3a2553ee,36108,16000,1,2,18032,1.127,NONE,0.198028564453125,0,0.0,False,0.24561403508771928,False,0.0,,False,
hf_row_000040,40,visec_hf_000040,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=40,00040.wav,16,16,1.6,north,north,neutral,1,neutral,1,female,female,True,True,f188d9bfe5020ea8ce98b84fbbeda69fda303493ded1488c2a89d585d7d2c84a,51278,16000,1,2,25600,1.6,NONE,1.0,12,0.00046875,False,0.0125,False,0.0,,False,
hf_row_000041,41,visec_hf_000041,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=41,00041.wav,18,18,1.792,north,north,neutral,1,neutral,1,male,male,True,True,759090b8f26fc1dc5486af897b1f7bf96aa65c6b2599ca498631c6e402a9a53f,57422,16000,1,2,28672,1.792,NONE,0.312469482421875,0,0.0,False,0.2,False,0.0,,False,
hf_row_000042,42,visec_hf_000042,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=42,00042.wav,0,0,1.561,south,south,happy,0,happy,0,female,female,True,True,0b5ff5fb5aedf15533b1f8e11def0e0450e8ca72fda66fd67c3a10e5934128c7,49996,16000,1,2,24976,1.561,NONE,0.147735595703125,0,0.0,False,0.3037974683544304,False,0.0,,False,
hf_row_000043,43,visec_hf_000043,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=43,00043.wav,3,3,3.776,north,north,angry,3,angry,3,female,female,True,True,6513bb94d7121b1fc7b679182653d979aa7f157d61b50ea93e2f91decdc72643,120910,16000,1,2,60416,3.776,NONE,0.672821044921875,0,0.0,False,0.015873015873015872,False,0.0,,False,
hf_row_000044,44,visec_hf_000044,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=44,00044.wav,0,0,1.388,south,south,angry,3,angry,3,female,female,True,True,d14a8a63677f21934d641a515ed20e889d4212626b53b6cf3b8da1025238fc4d,44460,16000,1,2,22208,1.388,NONE,0.3004150390625,0,0.0,False,0.6571428571428571,True,0.0,,True,high_silence_ratio
hf_row_000045,45,visec_hf_000045,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=45,00045.wav,0,0,1.22,south,south,happy,0,happy,0,female,female,True,True,c60031aa16efaccb89b7ff33ca2ce403a6ebe2c7919d10052ef2b9fd1a1c7ba8,39084,16000,1,2,19520,1.22,NONE,0.1146240234375,0,0.0,False,0.7213114754098361,True,0.0,,True,high_silence_ratio
hf_row_000046,46,visec_hf_000046,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=46,00046.wav,19,19,3.2,north,north,neutral,1,neutral,1,female,female,True,True,37d070ddda97b0558ef20c8fae3e31f27c20cf4da86c72e7b412423efac2b864,102478,16000,1,2,51200,3.2,NONE,0.994842529296875,0,0.0,False,0.0,False,0.0,,False,
hf_row_000047,47,visec_hf_000047,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=47,00047.wav,0,0,1.643,south,south,sad,2,sad,2,female,female,True,True,911c498a1969df20b0b470582bd855796386dbae27af1b811a5a8c802da78bee,52620,16000,1,2,26288,1.643,NONE,0.1328125,0,0.0,False,0.5542168674698795,False,0.0,,False,
hf_row_000048,48,visec_hf_000048,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=48,00048.wav,20,20,2.176,south,south,happy,0,happy,0,male,male,True,True,81a87d6772380d8f8c466f204e5a28b38d78722f8fe4e9e2eedd593ba2d0ca05,69710,16000,1,2,34816,2.176,NONE,0.8548583984375,0,0.0,False,0.0,False,0.0,,False,
hf_row_000049,49,visec_hf_000049,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=49,00049.wav,21,21,4.032,south,south,happy,0,happy,0,male,male,True,True,0f20a1941f55b69a62348abd0e8581c79bb9a69ff76810f7dd2a41758b94469c,129102,16000,1,2,64512,4.032,NONE,0.14886474609375,0,0.0,False,0.42574257425742573,False,0.0,dup_0014,True,duplicate_audio
hf_row_000050,50,visec_hf_000050,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=50,00050.wav,22,22,4.416,north,north,angry,3,angry,3,female,female,True,True,f399e1b342f7eac03bd711ff09372088116380d07d239367987c13435624e910,141390,16000,1,2,70656,4.416,NONE,0.931884765625,0,0.0,False,0.0,False,0.0,,False,
hf_row_000051,51,visec_hf_000051,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=51,00051.wav,0,0,2.914,south,south,happy,0,happy,0,female,female,True,True,9c0e8d7693769a30b6d252646859e06fa1f7049f7903676d78d0a3dcf0c1fb07,93292,16000,1,2,46624,2.914,NONE,0.17645263671875,0,0.0,False,0.273972602739726,False,0.0,,False,
hf_row_000052,52,visec_hf_000052,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=52,00052.wav,0,0,2.18,south,south,neutral,1,neutral,1,female,female,True,True,ce686ac5dd11c9c6d10f71c049663a50dc283bbec899eff3acd24d1f39676623,69804,16000,1,2,34880,2.18,NONE,0.10992431640625,0,0.0,False,0.41284403669724773,False,0.0,,False,
hf_row_000053,53,visec_hf_000053,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=53,00053.wav,23,23,3.264,south,south,sad,2,sad,2,female,female,True,True,834c8ba68b356198125b14d807a4855d5ad2c18dc37486a385a90c9dc62832d1,104526,16000,1,2,52224,3.264,NONE,0.52239990234375,0,0.0,False,0.0,False,0.0,,False,
hf_row_000054,54,visec_hf_000054,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=54,00054.wav,6,6,3.008,mid,central,happy,0,happy,0,female,female,True,True,de8ea72e7614e40387d15cded001d23a7a178ec4ac5ff959c7376266d4863322,96334,16000,1,2,48128,3.008,NONE,0.329559326171875,0,0.0,False,0.4370860927152318,False,0.0,,False,
hf_row_000055,55,visec_hf_000055,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=55,00055.wav,15,15,1.472,south,south,neutral,1,neutral,1,male,male,True,True,d03cff709f22b41cf3a8b829b7674f68efa12a79a47951029b6c90759bbb9ea6,47182,16000,1,2,23552,1.472,NONE,0.89892578125,0,0.0,False,0.0,False,0.0,,True,speaker_accent_conflict
hf_row_000056,56,visec_hf_000056,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=56,00056.wav,0,0,1.52,south,south,sad,2,sad,2,female,female,True,True,8c9abf83da794b41f80ffb1fb20cdd5595fffc7e0424837228af397579fb03a0,48684,16000,1,2,24320,1.52,NONE,0.109405517578125,0,0.0,False,0.07894736842105263,False,0.0,,False,
hf_row_000057,57,visec_hf_000057,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=57,00057.wav,0,0,1.35,south,south,sad,2,sad,2,female,female,True,True,02e98f20531c8ae039987fa2e9a513629b66fa101735f16b86342364b7eba925,43244,16000,1,2,21600,1.35,NONE,0.0899658203125,0,0.0,False,0.5441176470588235,False,0.0,,False,
hf_row_000058,58,visec_hf_000058,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=58,00058.wav,0,0,1.7060625,south,south,angry,3,angry,3,female,female,True,True,d414ad0b52876fb04a1a11b610544f1de50ea85d22e26cabe32dd3150adb3e17,54638,16000,1,2,27297,1.7060625,NONE,0.69964599609375,0,0.0,False,0.38372093023255816,False,0.0,,False,
hf_row_000059,59,visec_hf_000059,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=59,00059.wav,3,3,3.584,north,north,neutral,1,neutral,1,female,female,True,True,91ba86aa5e0fba6b017940978eee4f2beffb844e6cff3361c927ffe26f940300,114766,16000,1,2,57344,3.584,NONE,0.578460693359375,0,0.0,False,0.22777777777777777,False,0.0,,False,
hf_row_000060,60,visec_hf_000060,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=60,00060.wav,12,12,2.88,north,north,happy,0,happy,0,male,male,True,True,7b6b4677eb283a849c2bab75c05132272c158ee785f62457da21d7be7442fe6d,92238,16000,1,2,46080,2.88,NONE,0.7081298828125,0,0.0,False,0.2638888888888889,False,0.0,dup_0143,True,duplicate_audio
hf_row_000061,61,visec_hf_000061,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=61,00061.wav,0,0,1.2930625,south,south,happy,0,happy,0,female,female,True,True,2db7500c8bf84c0eabed9c2b076ad6a0197d933128951076b2f023ce9c8ae293,41422,16000,1,2,20689,1.2930625,NONE,0.096710205078125,0,0.0,False,0.6615384615384615,True,0.0,,True,high_silence_ratio
hf_row_000062,62,visec_hf_000062,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=62,00062.wav,15,15,2.368,south,south,happy,0,happy,0,male,male,True,True,05cbcbe670b19144527e49888bad34c7b1994d17a1be9de1d3dc0d967f2b25bb,75854,16000,1,2,37888,2.368,NONE,0.963287353515625,0,0.0,False,0.0,False,0.0,,True,speaker_accent_conflict
hf_row_000063,63,visec_hf_000063,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=63,00063.wav,24,24,1.792,south,south,angry,3,angry,3,male,male,True,True,af20787d5b46833707f130380dc870b814b13a606f34abaceb22b6042718e8e3,57422,16000,1,2,28672,1.792,NONE,1.0,60,0.0020926339285714285,True,0.011111111111111112,False,0.0,,True,possible_clipping
hf_row_000064,64,visec_hf_000064,huggingface,06926b7a1dca5f6627b47a2446492be6ff061716,data/train-00000-of-00001.parquet#row=64,00064.wav,15,15,1.472,south,south,happy,0,happy,0,male,male,True,True,6509f22e6de7e2a7e618265d9f9737a951db9c6a56f8ca3904aa3b626d341a43,47182,16000,1,2,23552,1.472,NONE,0.66607666015625,0,0.0,False,0.0,False,0.0,dup_0112,True,duplicate_audio;speaker_accent_conflict
