sample_id,source_row_index,speaker_id,emotion,accent,audio_sha256,feature_family,feature_version,artifact_path,artifact_sha256,shape,dtype,finite_fraction,status,error
visec_hf_000002,2,2,angry,south,76197835c44fdb0b569f6e58d345546dc953bed0c6a4a9d2922fab8f110d7ed4,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000002.npy,4f90b7ca54def927d22ffb9f77ea1d018077f1f17e566c56db91c8d4e69714da,80x148,float32,1.00000000,ok,
visec_hf_000002,2,2,angry,south,76197835c44fdb0b569f6e58d345546dc953bed0c6a4a9d2922fab8f110d7ed4,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000002.npz,6b26bf4a1ea15e3a0fc1400a73140d202ec3a9d6a8db7f6c4dcb313d8d22b3ff,frames=148;summary=6,float32,0.75000000,ok,
visec_hf_000003,3,3,happy,north,7a583454493e26fb84ef3d85d2f420eab50aa203349d0627c8e45dc00e50aeee,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000003.npy,804f3af34f182a804951d474f40e39bff8a5416f94149ab0e51f188e12ca73c8,80,float32,1.00000000,ok,
visec_hf_000003,3,3,happy,north,7a583454493e26fb84ef3d85d2f420eab50aa203349d0627c8e45dc00e50aeee,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000003.npy,fe9169e36acc79d8f7b3984045b38d76dd67c978a4b7e0ba1e0dd87817257394,88,float32,1.00000000,ok,
visec_hf_000003,3,3,happy,north,7a583454493e26fb84ef3d85d2f420eab50aa203349d0627c8e45dc00e50aeee,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000003.npy,ed70c3af38571cb1eb300293e818470db573ce2d234dd48bad508d3d98d57e1d,80x365,float32,1.00000000,ok,
visec_hf_000003,3,3,happy,north,7a583454493e26fb84ef3d85d2f420eab50aa203349d0627c8e45dc00e50aeee,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000003.npz,65158fa62383fd12526ad449d2b21e3a68c080bdfb6646f0f75a588b51a8f71a,frames=365;summary=6,float32,0.73972603,ok,
visec_hf_000004,4,4,neutral,south,3b10370ec787fc5401ed89f792f2fa14f57e11131e4940303c75f1d3ec2e4b3c,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000004.npy,bc201976361d868577b706a9cc72b5d5d476b7a0be7715ca2d612a362619fe7c,80,float32,1.00000000,ok,
visec_hf_000004,4,4,neutral,south,3b10370ec787fc5401ed89f792f2fa14f57e11131e4940303c75f1d3ec2e4b3c,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000004.npy,348b605950166cc919dcbc155004861b15b5195e631070c319990c3bbbbe2f54,88,float32,1.00000000,ok,
visec_hf_000004,4,4,neutral,south,3b10370ec787fc5401ed89f792f2fa14f57e11131e4940303c75f1d3ec2e4b3c,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000004.npy,9bf521434ed960da0fdea27c4877f80db0f94aec757bf3a3914b3f6e6e42f3eb,80x359,float32,1.00000000,ok,
visec_hf_000004,4,4,neutral,south,3b10370ec787fc5401ed89f792f2fa14f57e11131e4940303c75f1d3ec2e4b3c,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000004.npz,ecd8e7aef01de7b69a82ea0b86588761e992eac09dcee5cb39170eac9632b11f,frames=359;summary=6,float32,0.35654596,ok,
visec_hf_000005,5,0,angry,south,3dd769d7f76356dbf57b067a20b3d0200ea65742e6fefdb13690fb83f62cf494,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000005.npy,3507cca25dbace2964075c0e5b1435b320680859fb1b5fc535ab0efe4f0e0720,80,float32,1.00000000,ok,
visec_hf_000005,5,0,angry,south,3dd769d7f76356dbf57b067a20b3d0200ea65742e6fefdb13690fb83f62cf494,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000005.npy,524af5cc4bd66c666162e6c5b5b9bef6c360a3f6fdd9bb495a3ced98cc8cc87a,88,float32,1.00000000,ok,
visec_hf_000005,5,0,angry,south,3dd769d7f76356dbf57b067a20b3d0200ea65742e6fefdb13690fb83f62cf494,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000005.npy,953e7762046c8af81b0732d2ae83bb9dfe3e1f0b39e80be902a55277718be06d,80x167,float32,1.00000000,ok,
visec_hf_000005,5,0,angry,south,3dd769d7f76356dbf57b067a20b3d0200ea65742e6fefdb13690fb83f62cf494,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000005.npz,5465b422ed140c89e74c409f6ac806b5e40cec83d4e82968c31a04ab2ebc1350,frames=167;summary=6,float32,0.62874251,ok,
visec_hf_000006,6,5,neutral,south,aabc73ac5bdeaaa4c46c1269b2bf0347f300b49fc0fca66f46afe4ff624d2714,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000006.npy,75527e85a1d7744b4c83902dc0f0b83a0c8a698f4fbfdbbd03afef4b7b2195a1,80,float32,1.00000000,ok,
visec_hf_000006,6,5,neutral,south,aabc73ac5bdeaaa4c46c1269b2bf0347f300b49fc0fca66f46afe4ff624d2714,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000006.npy,059d4018d9f31dc266f015555f3d79be182037d9c8d51ce434efab0e98977cc7,88,float32,1.00000000,ok,
visec_hf_000006,6,5,neutral,south,aabc73ac5bdeaaa4c46c1269b2bf0347f300b49fc0fca66f46afe4ff624d2714,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000006.npy,eb52cf01f580d5ec54a3073844c40b69cb591cdc4e19963da71f4a040fe2d021,80x109,float32,1.00000000,ok,
visec_hf_000006,6,5,neutral,south,aabc73ac5bdeaaa4c46c1269b2bf0347f300b49fc0fca66f46afe4ff624d2714,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000006.npz,1a8e30c6b497cbfd0184903546567442556e3df0b421849f863fa94cb5a83d7f,frames=109;summary=6,float32,0.68807339,ok,
visec_hf_000007,7,6,neutral,central,fb76c0ebb33b59ab134891ff5748e70076174c1b28b6354dc93c3b678a849d0f,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000007.npy,cb888ca7578c015dca9b657298d01e8cc0584e65f44deb207239e3d6e27336c4,80,float32,1.00000000,ok,
visec_hf_000007,7,6,neutral,central,fb76c0ebb33b59ab134891ff5748e70076174c1b28b6354dc93c3b678a849d0f,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000007.npy,909a83891c2ca6d0a91441a67110e2f06d944bc6e6a065f3a810a151bd0f5273,88,float32,1.00000000,ok,
visec_hf_000007,7,6,neutral,central,fb76c0ebb33b59ab134891ff5748e70076174c1b28b6354dc93c3b678a849d0f,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000007.npy,7eec07083b820c54d16d5555ffe6d047e8a624fb04c4f45e58d89708e49557c6,80x161,float32,1.00000000,ok,
visec_hf_000007,7,6,neutral,central,fb76c0ebb33b59ab134891ff5748e70076174c1b28b6354dc93c3b678a849d0f,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000007.npz,2b628d0cf6aefb3ffeb450471c8933e4503bef83d8bc0a9760a03bda0af13f34,frames=161;summary=6,float32,0.65217391,ok,
visec_hf_000008,8,7,neutral,south,0c9ade957b80b1071fc216ab9e6fe37342f7639519e164e6259c24f045190fcd,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000008.npy,96ad21b017f9d8596eccc715428faa39049f89cb0a90b2d8f31783413f6f6253,80,float32,1.00000000,ok,
visec_hf_000008,8,7,neutral,south,0c9ade957b80b1071fc216ab9e6fe37342f7639519e164e6259c24f045190fcd,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000008.npy,2390aea1aa36258a5b75dd083cd691b41fe1b54ec6eb37201845b5eca32770f2,88,float32,1.00000000,ok,
visec_hf_000008,8,7,neutral,south,0c9ade957b80b1071fc216ab9e6fe37342f7639519e164e6259c24f045190fcd,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000008.npy,4489ba711faf7269b6a88396f42c65d312fe7282bf041098e11db34289675b3a,80x506,float32,1.00000000,ok,
visec_hf_000008,8,7,neutral,south,0c9ade957b80b1071fc216ab9e6fe37342f7639519e164e6259c24f045190fcd,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000008.npz,62562b9fece4a01b0cbff4ea79c5fffe89df9db0d6625cf59f2b26d622f34b19,frames=506;summary=6,float32,0.16798419,ok,
visec_hf_000009,9,0,angry,south,a1a12ac64113c9ead05afcbbd05f5b5ad313e5a03f062866f80c07779b4b2844,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000009.npy,ea0f847afcc46c3fe59b9231f92bba6aca65e482b29740082860c954beefe2c8,80,float32,1.00000000,ok,
visec_hf_000009,9,0,angry,south,a1a12ac64113c9ead05afcbbd05f5b5ad313e5a03f062866f80c07779b4b2844,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000009.npy,0de73a87d8c9583a49c66d762e0207a924747d6f4e9e0f09bcef74cbf56fb75a,88,float32,1.00000000,ok,
visec_hf_000009,9,0,angry,south,a1a12ac64113c9ead05afcbbd05f5b5ad313e5a03f062866f80c07779b4b2844,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000009.npy,ceb8feb4ed73503ef201fa29cd517b27f401ab165f2d9ec33ac34aadeebb89f3,80x193,float32,1.00000000,ok,
visec_hf_000009,9,0,angry,south,a1a12ac64113c9ead05afcbbd05f5b5ad313e5a03f062866f80c07779b4b2844,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000009.npz,2df2cf80454d1851a071692648294cc9ad364b2b01ab18ba330ae9178ba330a0,frames=193;summary=6,float32,0.74611399,ok,
visec_hf_000010,10,8,neutral,south,418ef370dc055e5ec2d7b5c8d9def6597f1a19f99fa99f4eeab1b8059a74fa75,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000010.npy,86d4b721352c83f0ee79b978d01042e3e51fe464919b38423d780d8428876d85,80,float32,1.00000000,ok,
visec_hf_000010,10,8,neutral,south,418ef370dc055e5ec2d7b5c8d9def6597f1a19f99fa99f4eeab1b8059a74fa75,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000010.npy,548d209e2f30f7c7593747f3ad0ce7e974c8a844410af2e3b64440a0cbc1ab67,88,float32,1.00000000,ok,
visec_hf_000010,10,8,neutral,south,418ef370dc055e5ec2d7b5c8d9def6597f1a19f99fa99f4eeab1b8059a74fa75,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000010.npy,59be2e44c06ecfdafec8e5af1b71e03994cc07c7337e5f44eba24e960d17bb94,80x161,float32,1.00000000,ok,
visec_hf_000010,10,8,neutral,south,418ef370dc055e5ec2d7b5c8d9def6597f1a19f99fa99f4eeab1b8059a74fa75,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000010.npz,089bb1ff9c26daf7a6fa98671ad6cd20a93530cb4ee16c1730cd97023db0b589,frames=161;summary=6,float32,0.93167702,ok,
visec_hf_000011,11,0,angry,south,139862181b6485fbf3fb96b3786bd74e69042fac95c7cf061a991c1e4fd4ed7a,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000011.npy,03eb52e7c73fdf95c59e481da9f2bb8609da563c14e89cd6cf0130c90f0eef69,80,float32,1.00000000,ok,
visec_hf_000011,11,0,angry,south,139862181b6485fbf3fb96b3786bd74e69042fac95c7cf061a991c1e4fd4ed7a,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000011.npy,e3b1f20d9554e1d1aeb5d8f1ffef024220339575ae49b8e612707f74ba7d69d2,88,float32,1.00000000,ok,
visec_hf_000011,11,0,angry,south,139862181b6485fbf3fb96b3786bd74e69042fac95c7cf061a991c1e4fd4ed7a,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000011.npy,919ae7878c425c8044d93bdcfd348fc3f9263898c4eaede1c1e5ddafeee7d6ce,80x149,float32,1.00000000,ok,
visec_hf_000011,11,0,angry,south,139862181b6485fbf3fb96b3786bd74e69042fac95c7cf061a991c1e4fd4ed7a,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000011.npz,40fd74758b7d3be0d5fcb7b76c28f44b08a3055b39ce96b4388d284b85fccb69,frames=149;summary=6,float32,0.38255034,ok,
visec_hf_000012,12,9,sad,south,5dc90574c33f11196f3a18e739831d537a8381c311183d5a5862840cf5d7a09e,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000012.npy,73a20e5f4e16291e3de59e342d5e0984c5c62f7e1aeb2cd077c9d790be15c627,80,float32,1.00000000,ok,
visec_hf_000012,12,9,sad,south,5dc90574c33f11196f3a18e739831d537a8381c311183d5a5862840cf5d7a09e,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000012.npy,434a7354eb71181d72a4bd5edbf29d1ed258a7ccad7fe89fb60e575136be96c2,88,float32,1.00000000,ok,
visec_hf_000012,12,9,sad,south,5dc90574c33f11196f3a18e739831d537a8381c311183d5a5862840cf5d7a09e,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000012.npy,b35ff3139c0a431d4860146b9fe9ae69d8a56661cd42f5506c42d55d7a3b5ec0,80x237,float32,1.00000000,ok,
visec_hf_000012,12,9,sad,south,5dc90574c33f11196f3a18e739831d537a8381c311183d5a5862840cf5d7a09e,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000012.npz,7efce51c2ff6d4dcdc9d34e567675d554378a1314935d0a38c9ece53b09ce47e,frames=237;summary=6,float32,0.42616034,ok,
visec_hf_000013,13,0,neutral,south,e48ee517449de8a6d299e1bff095392124aff98519135182be93d49cda0b6fb7,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000013.npy,705600222a6fd4d303a225f42f75390cc1bfe62e5b17f592750a7265bd988ffb,80,float32,1.00000000,ok,
visec_hf_000013,13,0,neutral,south,e48ee517449de8a6d299e1bff095392124aff98519135182be93d49cda0b6fb7,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000013.npy,2d16a6c6353941d0f6856700c0590a660ee3c93efea167554a6f0b335757afa3,88,float32,1.00000000,ok,
visec_hf_000013,13,0,neutral,south,e48ee517449de8a6d299e1bff095392124aff98519135182be93d49cda0b6fb7,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000013.npy,3fba5c5484cd33c6fc95a0c86e72631225a3c9f3042ecdb8fc33ba9b4a220806,80x220,float32,1.00000000,ok,
visec_hf_000013,13,0,neutral,south,e48ee517449de8a6d299e1bff095392124aff98519135182be93d49cda0b6fb7,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000013.npz,15c7377f293631e6e6b5dd1a078ed6efb8faf6b23bbd0b5990570ea786006b3c,frames=220;summary=6,float32,0.80000000,ok,
visec_hf_000014,14,0,sad,south,675a423a7acc2cf203530b1bd7a36efdc99bc70b721832fd228eee96c359aa3c,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000014.npy,b3e2b399617de36e00789d483f7f8d5ca5d9fdda818cd6fb2952d81fbc428776,80,float32,1.00000000,ok,
visec_hf_000014,14,0,sad,south,675a423a7acc2cf203530b1bd7a36efdc99bc70b721832fd228eee96c359aa3c,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000014.npy,f05479cf00078afd8b71639379f797f181ba27a90268065e84cc453e41f19952,88,float32,1.00000000,ok,
visec_hf_000014,14,0,sad,south,675a423a7acc2cf203530b1bd7a36efdc99bc70b721832fd228eee96c359aa3c,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000014.npy,d65d5a691ecf6cf1d49ca6fc3bcd1e689aa12b090e13d601dbbb2db659891b6a,80x172,float32,1.00000000,ok,
visec_hf_000014,14,0,sad,south,675a423a7acc2cf203530b1bd7a36efdc99bc70b721832fd228eee96c359aa3c,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000014.npz,beb8dde1cf01fda914f6401e06b3780e816aab153c86e5a1884fce7dc50ffdba,frames=172;summary=6,float32,0.65116279,ok,
visec_hf_000015,15,10,neutral,north,f76ddbd833a01d97a78a1fc63f2b80df1e18a150f03a60d540c6fa7dcb0369bd,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000015.npy,9019d51d2cf1aca0f7f6338a64ec2a4af56625a460156e94b1d1a4fb0c7af870,80,float32,1.00000000,ok,
visec_hf_000015,15,10,neutral,north,f76ddbd833a01d97a78a1fc63f2b80df1e18a150f03a60d540c6fa7dcb0369bd,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000015.npy,f9b22b63fb69d5837d590d78e7c10100a5c2593cc736030a3cc0c46788205e44,88,float32,1.00000000,ok,
visec_hf_000015,15,10,neutral,north,f76ddbd833a01d97a78a1fc63f2b80df1e18a150f03a60d540c6fa7dcb0369bd,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000015.npy,87da27cfce42d2d92746c7579bc66bf01a8e02c0e62319b90208b5b763d4a5ff,80x237,float32,1.00000000,ok,
visec_hf_000015,15,10,neutral,north,f76ddbd833a01d97a78a1fc63f2b80df1e18a150f03a60d540c6fa7dcb0369bd,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000015.npz,bd437e3c8ca51425369f14ed0711fc1fa22be6015d64cef9b340bcf17b1a7309,frames=237;summary=6,float32,0.65822785,ok,
visec_hf_000016,16,11,neutral,south,e00f87d81dafc2d296add0a7dea59410f028a22251f008b64038868e7e44c10d,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000016.npy,3355802ecfa7d50b25118ab495ac2a25ce3cba3f4b5193c7e8acc3299156d4fb,80,float32,1.00000000,ok,
visec_hf_000016,16,11,neutral,south,e00f87d81dafc2d296add0a7dea59410f028a22251f008b64038868e7e44c10d,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000016.npy,9d03f264fec3e8bad5f5ae4762fa65b5c69b78e89d853c1758bd095a06a16e71,88,float32,1.00000000,ok,
visec_hf_000016,16,11,neutral,south,e00f87d81dafc2d296add0a7dea59410f028a22251f008b64038868e7e44c10d,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000016.npy,073d4981f2049f640950a7632f517a576dc410c0b63f36e1ab1a9587d8bd4141,80x276,float32,1.00000000,ok,
visec_hf_000016,16,11,neutral,south,e00f87d81dafc2d296add0a7dea59410f028a22251f008b64038868e7e44c10d,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000016.npz,bc793e2b44f30d65c8e59cae74a8b338e07bdbc5c00b8d643f2e2d695586c647,frames=276;summary=6,float32,0.64492754,ok,
visec_hf_000017,17,12,angry,north,e5fa4326aeb9b67984c9e523a7477661fd5d3feff53f3534ffd4050e29051e03,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000017.npy,c9652a99b1e7f8a0b10f84c602fa39127b3a5a74cd626930c9edd5fca9d5984d,80,float32,1.00000000,ok,
visec_hf_000017,17,12,angry,north,e5fa4326aeb9b67984c9e523a7477661fd5d3feff53f3534ffd4050e29051e03,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000017.npy,d66c02851a18ccbab8cee2f27a3b23ddd6d5e0b89ac9b3cf6762cc2af26bf51e,88,float32,1.00000000,ok,
visec_hf_000017,17,12,angry,north,e5fa4326aeb9b67984c9e523a7477661fd5d3feff53f3534ffd4050e29051e03,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000017.npy,643cdd297bae4cc5dd0f0c236793ff1131db1fc29d83152a387ec7587befec36,80x666,float32,1.00000000,ok,
visec_hf_000017,17,12,angry,north,e5fa4326aeb9b67984c9e523a7477661fd5d3feff53f3534ffd4050e29051e03,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000017.npz,7c3b6f083648b4dcb44d4e41607226dea3d9bf0d9430ef9f5b7a926da4d91520,frames=666;summary=6,float32,0.26276276,ok,
visec_hf_000018,18,0,angry,south,722f14bbbfcf822698738090e9d4cde33b953a000fa5888cc7f6301d1bc58f24,mfcc40_summary,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/mfcc40_summary/visec_hf_000018.npy,7732572a01317acd78e38104c0d466c5f2bc048f407127a269b13d99e5e00924,80,float32,1.00000000,ok,
visec_hf_000018,18,0,angry,south,722f14bbbfcf822698738090e9d4cde33b953a000fa5888cc7f6301d1bc58f24,egemaps_v02,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/egemaps_v02/visec_hf_000018.npy,1a94bd76955408b0bf902e1c9be7c8da52f4d622312a55c865a14bf79f240496,88,float32,1.00000000,ok,
visec_hf_000018,18,0,angry,south,722f14bbbfcf822698738090e9d4cde33b953a000fa5888cc7f6301d1bc58f24,log_mel_80,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/log_mel_80/visec_hf_000018.npy,bb08bdb1601f5f6d49e8fd1c0895a6bfba314c8f324902ae06fc7187a3e6cc2d,80x105,float32,1.00000000,ok,
visec_hf_000018,18,0,angry,south,722f14bbbfcf822698738090e9d4cde33b953a000fa5888cc7f6301d1bc58f24,pitch_contour,b4_features_v1,data/interim/features/b4_features_v1/handcrafted_full/pitch_contour/visec_hf_000018.npz,4c3ce2a789e1297b0e064558289bca287250c53dc760ff0ab6e462437d79a330,frames=105;summary=6,float32,0.85714286,ok,
