sample_id,original_split,relative_path,file_name,sha256,utterance_id,view,folder_label,filename_label_raw,filename_label,source_id,speaker_local_id,speaker_id,gender,is_child,sample_rate_hz,channels,sample_width_bytes,frame_count,duration_seconds,compression_type,issues
59aca0dc65f25248,test,Angry/angry_p02_M2_12147_12151.wav,angry_p02_M2_12147_12151.wav,59aca0dc65f252482ade1353a3442ddcd5ad612b28cfe7453df54319d39090a5,angry_p02_m2_12147_12151,raw,angry,angry,angry,p02,M2,p02:M2,M,False,24200,1,2,106293,4.392272727,NONE,
1f581297b8f9e9e8,test,Angry/angry_p02_M3_11533_11539.wav,angry_p02_M3_11533_11539.wav,1f581297b8f9e9e822c39279cf70f253a130c1ed9e4e79846a4aad199a2b9152,angry_p02_m3_11533_11539,raw,angry,angry,angry,p02,M3,p02:M3,M,False,24200,1,2,172258,7.118099174,NONE,
79a54caf3251de91,test,Angry/angry_p02_M3_11614_11617.wav,angry_p02_M3_11614_11617.wav,79a54caf3251de91dccc4e250a68e400055483c809dfb7362146ccf4f24d4c33,angry_p02_m3_11614_11617,raw,angry,angry,angry,p02,M3,p02:M3,M,False,24200,1,2,90974,3.759256198,NONE,
4235485fde7af369,test,Angry/angry_p03_t11_M5_1049_1056.wav,angry_p03_t11_M5_1049_1056.wav,4235485fde7af369703e31b59af5d3a357373a496ec913939ad99fad1c6e423d,angry_p03_t11_m5_1049_1056,raw,angry,angry,angry,p03,M5,p03:M5,M,False,24200,1,2,172835,7.141942149,NONE,
a899c8777c38f217,test,Angry/angry_p03_t11_M5_1301_1308.wav,angry_p03_t11_M5_1301_1308.wav,a899c8777c38f2175423697cfe324c49b9626cdd01c4bb0478847d87356f475c,angry_p03_t11_m5_1301_1308,raw,angry,angry,angry,p03,M5,p03:M5,M,False,24200,1,2,176575,7.296487603,NONE,
f18600100ec3db0f,test,Angry/angry_p03_t11_M5_1325_1332.wav,angry_p03_t11_M5_1325_1332.wav,f18600100ec3db0ff1cd0dedb4afcdcb03df18743b7244ed883bccedf25e61fd,angry_p03_t11_m5_1325_1332,raw,angry,angry,angry,p03,M5,p03:M5,M,False,24200,1,2,187166,7.734132231,NONE,
67fa6e946103e2d9,test,Angry/angry_p03_t4_F4_1340_1350.wav,angry_p03_t4_F4_1340_1350.wav,67fa6e946103e2d9252032089ec23da42abae1dc883b3828e814cf9c2f22ed31,angry_p03_t4_f4_1340_1350,raw,angry,angry,angry,p03,F4,p03:F4,F,False,24200,1,2,225206,9.306033058,NONE,
03b0903d032e7a71,test,Angry/angry_p03_t4_F4_4547_4552.wav,angry_p03_t4_F4_4547_4552.wav,03b0903d032e7a71b047e9e19deb0dcfc7d5e061f1cbb52cd663f14024c4626a,angry_p03_t4_f4_4547_4552,raw,angry,angry,angry,p03,F4,p03:F4,F,False,24200,1,2,128800,5.32231405,NONE,
c67c19b283d71258,test,Angry/angry_p04_F7_12809_12811.wav,angry_p04_F7_12809_12811.wav,c67c19b283d712582690903b89177d78e3d2ad4b84049d652dc1c0a20f357428,angry_p04_f7_12809_12811,raw,angry,angry,angry,p04,F7,p04:F7,F,False,24200,1,2,41503,1.715,NONE,
e869b45ba3e11dcf,test,Angry/angry_p04_F7_12820_12822.wav,angry_p04_F7_12820_12822.wav,e869b45ba3e11dcf120cc8f9c83f725d83d419d19c896d3ea5c5896a3a2d5e8a,angry_p04_f7_12820_12822,raw,angry,angry,angry,p04,F7,p04:F7,F,False,24200,1,2,51852,2.142644628,NONE,
1198b7155eadfaa0,test,Angry/angry_p04_F7_12835_12837.wav,angry_p04_F7_12835_12837.wav,1198b7155eadfaa077e5b4aac41a94c6001811eab09bcefc88f6cef24414814e,angry_p04_f7_12835_12837,raw,angry,angry,angry,p04,F7,p04:F7,F,False,24200,1,2,40435,1.670867769,NONE,
fa22e39aecba307f,test,Angry/angry_p04_F8_152_154.wav,angry_p04_F8_152_154.wav,fa22e39aecba307f591dbbe1e4e288b318cfa69b746d97ec36ab1c9bd074db47,angry_p04_f8_152_154,raw,angry,angry,angry,p04,F8,p04:F8,F,False,24200,1,2,59272,2.449256198,NONE,
133e8f2d3d25482c,test,Angry/angry_p04_F8_2523_2526.wav,angry_p04_F8_2523_2526.wav,133e8f2d3d25482c4c9c7df1ef21b0b5234285e19d3d8a462aae9ba51d568634,angry_p04_f8_2523_2526,raw,angry,angry,angry,p04,F8,p04:F8,F,False,24200,1,2,68173,2.817066116,NONE,
2648eb6163760af8,test,Angry/angry_p04_F8_5042_5046.wav,angry_p04_F8_5042_5046.wav,2648eb6163760af86199a41770304236eb464e4379be085641f0e40a9e35d8cb,angry_p04_f8_5042_5046,raw,angry,angry,angry,p04,F8,p04:F8,F,False,24200,1,2,84672,3.498842975,NONE,
d021b3b9392dffd5,test,Angry/angry_p04_M17_10350_10400_vocals.wav,angry_p04_M17_10350_10400_vocals.wav,d021b3b9392dffd5bbed26103cf48a9ac3ab1aecde1c6c237cdda03992bf4dea,angry_p04_m17_10350_10400,processed,angry,angry,angry,p04,M17,p04:M17,M,False,24200,1,2,224364,9.271239669,NONE,
04f0f6cb1cecbc9a,test,Angry/angry_p04_M17_10415_10420_vocals.wav,angry_p04_M17_10415_10420_vocals.wav,04f0f6cb1cecbc9a78237a3919499172577da11761495e2223c102cf01982c81,angry_p04_m17_10415_10420,processed,angry,angry,angry,p04,M17,p04:M17,M,False,24200,1,2,90358,3.733801653,NONE,
fdd7822e1a4297ce,test,Angry/angry_p06_F10_2616_2622.wav,angry_p06_F10_2616_2622.wav,fdd7822e1a4297ce12fd136fa02fd206feecf1be2db9289fb364a9077c370338,angry_p06_f10_2616_2622,raw,angry,angry,angry,p06,F10,p06:F10,F,False,24200,1,2,146175,6.040289256,NONE,
3a7d84fe824c3c6b,test,Angry/angry_p06_F10_2634_2637_vocals.wav,angry_p06_F10_2634_2637_vocals.wav,3a7d84fe824c3c6bd4fc6905492ae5c5356459ae723ec80506a37cc025085ad9,angry_p06_f10_2634_2637,processed,angry,angry,angry,p06,F10,p06:F10,F,False,24400,1,2,93192,3.819344262,NONE,
bf3482a66cb2cfd3,test,Angry/angry_p06_F10_2652_2657.wav,angry_p06_F10_2652_2657.wav,bf3482a66cb2cfd3bf9700805aac98318fdeb1714dd0e01f481a3765139aa116,angry_p06_f10_2652_2657,raw,angry,angry,angry,p06,F10,p06:F10,F,False,24200,1,2,129888,5.367272727,NONE,
39ec6f6bf20dba0e,test,Angry/angry_p06_F10_2737_2741.wav,angry_p06_F10_2737_2741.wav,39ec6f6bf20dba0e40d1a16d94899e8702e5ca415bd967402d2e046fe34c2974,angry_p06_f10_2737_2741,raw,angry,angry,angry,p06,F10,p06:F10,F,False,24200,1,2,105457,4.357727273,NONE,
b671c8f29e5a5b77,test,Angry/angry_p06_F10_2743_2747.wav,angry_p06_F10_2743_2747.wav,b671c8f29e5a5b77f5f3a05ed9507e45a26b9daee00500a108231985ca52b23a,angry_p06_f10_2743_2747,raw,angry,angry,angry,p06,F10,p06:F10,F,False,24200,1,2,125002,5.165371901,NONE,
a6c5f352e6c5282c,test,Angry/angry_p06_F10_2817_2820.wav,angry_p06_F10_2817_2820.wav,a6c5f352e6c5282c64a8e56327b5c8a000055aa4033e824a9ab119e7d05ff130,angry_p06_f10_2817_2820,raw,angry,angry,angry,p06,F10,p06:F10,F,False,24200,1,2,92835,3.836157025,NONE,
eb39bd54baa7b4c9,test,Angry/angry_p06_F10_3011_3016.wav,angry_p06_F10_3011_3016.wav,eb39bd54baa7b4c9f9ce31fbd9edb5aecaa2a2f5261af24555547c9e415abe75,angry_p06_f10_3011_3016,raw,angry,angry,angry,p06,F10,p06:F10,F,False,24200,1,2,125408,5.18214876,NONE,
de4328258d308c4e,test,Angry/angry_p06_F10_4225_4231.wav,angry_p06_F10_4225_4231.wav,de4328258d308c4ec0c949d1715855b8acdcef0b05e6dd557b5d8d444f00f9ce,angry_p06_f10_4225_4231,raw,angry,angry,angry,p06,F10,p06:F10,F,False,24200,1,2,148617,6.141198347,NONE,
e4c2da28cd06e668,test,Angry/angry_p06_F9_4125_4130.wav,angry_p06_F9_4125_4130.wav,e4c2da28cd06e668c57e4e1dcfa4f013bfca59a4b35d9ab32a6338180a7ef2db,angry_p06_f9_4125_4130,raw,angry,angry,angry,p06,F9,p06:F9,F,False,24200,1,2,116857,4.828801653,NONE,
781b3b9dd8eb1e4e,test,Angry/angry_p06_M20_3004_3008.wav,angry_p06_M20_3004_3008.wav,781b3b9dd8eb1e4e9f280dc1cef1f71ad35773b07bee3afe99b18f6b97f6ca7a,angry_p06_m20_3004_3008,raw,angry,angry,angry,p06,M20,p06:M20,M,False,24200,1,2,105050,4.340909091,NONE,
699b800c8f96e32f,test,Angry/angry_p06_M20_4257_4304.wav,angry_p06_M20_4257_4304.wav,699b800c8f96e32f247ec413af252add8bacf326af13c2657f2b7325fe49ab25,angry_p06_m20_4257_4304,raw,angry,angry,angry,p06,M20,p06:M20,M,False,24200,1,2,174269,7.201198347,NONE,
4fe1d84a3576378f,test,Anxiety/anxiety_p02_F3_10129_10132.wav,anxiety_p02_F3_10129_10132.wav,4fe1d84a3576378fee728966d27cc30d7d6e54bcf0b61199af7ee28adbbb6b67,anxiety_p02_f3_10129_10132,raw,anxiety,anxiety,anxiety,p02,F3,p02:F3,F,False,24200,1,2,85660,3.539669421,NONE,
b936ddfcd41b085e,test,Anxiety/anxiety_p03_F12_4635_4639_vocals.wav,anxiety_p03_F12_4635_4639_vocals.wav,b936ddfcd41b085e5221477fff3091604ad8451748752852272e2f7faf987145,anxiety_p03_f12_4635_4639,processed,anxiety,anxiety,anxiety,p03,F12,p03:F12,F,False,24200,1,2,125232,5.174876033,NONE,
fe691ee62acc43da,test,Anxiety/anxiety_p03_M6_3137_3139_vocals.wav,anxiety_p03_M6_3137_3139_vocals.wav,fe691ee62acc43dadeb6165ab362979d24233e958062453b15ab9b4416847089,anxiety_p03_m6_3137_3139,processed,anxiety,anxiety,anxiety,p03,M6,p03:M6,M,False,24200,1,2,54725,2.261363636,NONE,
a972c4833421050f,test,Anxiety/anxiety_p03_t2_F14_4730_4731_vocals.wav,anxiety_p03_t2_F14_4730_4731_vocals.wav,a972c4833421050fcf0354839067579b314c518284297362f4ca187778a2ca27,anxiety_p03_t2_f14_4730_4731,processed,anxiety,anxiety,anxiety,p03,F14,p03:F14,F,False,24400,1,2,32940,1.35,NONE,
fdb8b166875832f2,test,Anxiety/anxiety_p03_t2_M16_4723_4726_vocals.wav,anxiety_p03_t2_M16_4723_4726_vocals.wav,fdb8b166875832f23e133c9fb0a241af0b2c8818fb2c98ea93c3b167386f82d9,anxiety_p03_t2_m16_4723_4726,processed,anxiety,anxiety,anxiety,p03,M16,p03:M16,M,False,24200,1,2,93580,3.866942149,NONE,
52404ca30067f13b,test,Anxiety/anxiety_p03_t3_M14_457_502_vocals.wav,anxiety_p03_t3_M14_457_502_vocals.wav,52404ca30067f13bcb23067634dc3765a97b6e6b7752f7ee4c804dbc459ee898,anxiety_p03_t3_m14_457_502,processed,anxiety,anxiety,anxiety,p03,M14,p03:M14,M,False,24400,1,2,114953,4.711188525,NONE,
e793202e4ab0a53a,test,Anxiety/anxiety_p04_F15_12316_12320.wav,anxiety_p04_F15_12316_12320.wav,e793202e4ab0a53a61206a3cdba16f82609a2cbdd029953e04bdac2f01f9d38b,anxiety_p04_f15_12316_12320,raw,anxiety,anxiety,anxiety,p04,F15,p04:F15,F,False,24200,1,2,113592,4.693884298,NONE,
d026ce733c5fbc57,test,Anxiety/anxiety_p04_F7_2214_2216.wav,anxiety_p04_F7_2214_2216.wav,d026ce733c5fbc575cea1ede264938c91f34906705826a5486f3a9f888bf9cbd,anxiety_p04_f7_2214_2216,raw,anxiety,anxiety,anxiety,p04,F7,p04:F7,F,False,24200,1,2,58518,2.418099174,NONE,
7f818ad01a6b83d0,test,Anxiety/anxiety_p04_F7_2420_2422.wav,anxiety_p04_F7_2420_2422.wav,7f818ad01a6b83d0b781b4d193d508ffa2e702c60e1533f23f248bf12e6aea14,anxiety_p04_f7_2420_2422,raw,anxiety,anxiety,anxiety,p04,F7,p04:F7,F,False,24200,1,2,50395,2.082438017,NONE,
159f24b6daa2494e,test,Anxiety/anxiety_p04_F7_3259_3303.wav,anxiety_p04_F7_3259_3303.wav,159f24b6daa2494ece34682594e5e5bacc12449d821cffe1261514fa6f2ca21c,anxiety_p04_f7_3259_3303,raw,anxiety,anxiety,anxiety,p04,F7,p04:F7,F,False,24200,1,2,117226,4.844049587,NONE,
4feca990d338f73c,test,Anxiety/anxiety_p04_F7_5326_5233.wav,anxiety_p04_F7_5326_5233.wav,4feca990d338f73c30661cfeef66a236b6f57e7855262e766e2520b61f05ac2b,anxiety_p04_f7_5326_5233,raw,anxiety,anxiety,anxiety,p04,F7,p04:F7,F,False,24200,1,2,168695,6.970867769,NONE,
986f82b2d5a53324,test,Anxiety/anxiety_p04_F8_4150_4154_vocals.wav,anxiety_p04_F8_4150_4154_vocals.wav,986f82b2d5a53324fa4b3f32035d24417424e683f586a94aea7a5bf12aa69dfd,anxiety_p04_f8_4150_4154,processed,anxiety,anxiety,anxiety,p04,F8,p04:F8,F,False,24200,1,2,101258,4.184214876,NONE,
cbfa981e0335eded,test,Anxiety/anxiety_p04_F8_4154_4157.wav,anxiety_p04_F8_4154_4157.wav,cbfa981e0335edede5e64e8a7b2fb12250e982f5c53fbed5ab493513649b4498,anxiety_p04_f8_4154_4157,raw,anxiety,anxiety,anxiety,p04,F8,p04:F8,F,False,24200,1,2,64813,2.67822314,NONE,
fc6b60dac0aae605,test,Anxiety/anxiety_p04_M17_3054_3058.wav,anxiety_p04_M17_3054_3058.wav,fc6b60dac0aae6052e36e5ba0c727bae39353882af2fe416890282cefc262e2a,anxiety_p04_m17_3054_3058,raw,anxiety,anxiety,anxiety,p04,M17,p04:M17,M,False,24200,1,2,108208,4.471404959,NONE,
5dde3f1567046818,test,Anxiety/anxiety_p06_F18_1624_1632_vocals.wav,anxiety_p06_F18_1624_1632_vocals.wav,5dde3f1567046818769a0f37c1bf79e42e86c0e66adc8a2141de95c482dcc66d,anxiety_p06_f18_1624_1632,processed,anxiety,anxiety,anxiety,p06,F18,p06:F18,F,False,24400,1,2,222510,9.119262295,NONE,
aa9d4d5d970e21c8,test,Anxiety/anxiety_p06_F18_3315_3320_vocals.wav,anxiety_p06_F18_3315_3320_vocals.wav,aa9d4d5d970e21c86a231a89fca4781c775d71269f6af074d84c51521d03ad2a,anxiety_p06_f18_3315_3320,processed,anxiety,anxiety,anxiety,p06,F18,p06:F18,F,False,24400,1,2,142456,5.838360656,NONE,
7d55755ab4e13b59,test,Anxiety/anxiety_p06_F9_2550_2553.wav,anxiety_p06_F9_2550_2553.wav,7d55755ab4e13b5914eae07ce422da9813d2a6271ec5d2e9e912ebc2e03a03b7,anxiety_p06_f9_2550_2553,raw,anxiety,anxiety,anxiety,p06,F9,p06:F9,F,False,24200,1,2,77363,3.196818182,NONE,
f86c6d5fe9ac881f,test,Anxiety/anxiety_p09_M25_2459_2505.wav,anxiety_p09_M25_2459_2505.wav,f86c6d5fe9ac881f8f7b5307637c17cf918d46941d9a4e2cecaf15199790c4f4,anxiety_p09_m25_2459_2505,raw,anxiety,anxiety,anxiety,p09,M25,p09:M25,M,False,24200,1,2,165667,6.845743802,NONE,
e91855a2cb170d5d,test,Anxiety/auxiety_p07_F24_12923_12929.wav,auxiety_p07_F24_12923_12929.wav,e91855a2cb170d5de02c87bf7ef9a31b2274ff1a3c63861576dda58b0b3d9577,auxiety_p07_f24_12923_12929,raw,anxiety,auxiety,anxiety,p07,F24,p07:F24,F,False,24200,1,2,144402,5.967024793,NONE,filename_label_alias
dafbe2c5a899cfc7,test,Anxiety/auxiety_p07_F24_13005_13011_vocals.wav,auxiety_p07_F24_13005_13011_vocals.wav,dafbe2c5a899cfc773e6715e520b67916d11e4c7274b8ee546cb77898994c265,auxiety_p07_f24_13005_13011,processed,anxiety,auxiety,anxiety,p07,F24,p07:F24,F,False,24400,1,2,156343,6.4075,NONE,filename_label_alias
dd91d345c493a91d,test,Happy/happy_p02_F2_10717_10721.wav,happy_p02_F2_10717_10721.wav,dd91d345c493a91de220b459bf6c171c2cff5346219081e3a6f37390d530bd3e,happy_p02_f2_10717_10721,raw,happy,happy,happy,p02,F2,p02:F2,F,False,24200,1,2,105668,4.366446281,NONE,
7da561fcd8453641,test,Happy/happy_p04_eb_F30_10006_10010.wav,happy_p04_eb_F30_10006_10010.wav,7da561fcd8453641473ff1c2f886491d35bead2f4a3604d88f0aa6862e82c58f,happy_p04_eb_f30_10006_10010,raw,happy,happy,happy,p04,F30,p04:F30,F,True,24200,1,2,123767,5.114338843,NONE,
a9cc4dbcb2278de3,test,Happy/happy_p04_F31_4545_4550.wav,happy_p04_F31_4545_4550.wav,a9cc4dbcb2278de3ca4620665d5055972da5ce805e63cdc9ba7324a704ea3594,happy_p04_f31_4545_4550,raw,happy,happy,happy,p04,F31,p04:F31,F,False,24200,1,2,120232,4.968264463,NONE,
cf4f17f3e36514f1,test,Happy/happy_p04_F8_10221_10224.wav,happy_p04_F8_10221_10224.wav,cf4f17f3e36514f1cf8317edc48bc5d9a58b9d783ef04478cb72535483670bbc,happy_p04_f8_10221_10224,raw,happy,happy,happy,p04,F8,p04:F8,F,False,24200,1,2,92880,3.838016529,NONE,
299786c82a558db4,test,Happy/happy_p04_M17_4536_4543.wav,happy_p04_M17_4536_4543.wav,299786c82a558db4c6682dd0ad1544234f6e9037d77192eb5a016b19693b9306,happy_p04_m17_4536_4543,raw,happy,happy,happy,p04,M17,p04:M17,M,False,24200,1,2,201200,8.314049587,NONE,
fe6b68955c2f5612,test,Happy/happy_p04_M17_4635_4640.wav,happy_p04_M17_4635_4640.wav,fe6b68955c2f561203b3cc1ad3498ca5a5305f3d67da8dabebc454fb57afbbd1,happy_p04_m17_4635_4640,raw,happy,happy,happy,p04,M17,p04:M17,M,False,24200,1,2,126995,5.247727273,NONE,
76f8bf43714d058a,test,Happy/happy_p04_M18_10305_10310.wav,happy_p04_M18_10305_10310.wav,76f8bf43714d058a75bfe99b3889fb6b2ee78c5fc3957dfc5a474c4472f27bc9,happy_p04_m18_10305_10310,raw,happy,happy,happy,p04,M18,p04:M18,M,False,24200,1,2,204052,8.431900826,NONE,
2f29f45c636192e8,test,Happy/happy_p04_M18_1058_1100.wav,happy_p04_M18_1058_1100.wav,2f29f45c636192e8718d4c8d96c4c71312fea3ee62e64ad91ae95c04d585c069,happy_p04_m18_1058_1100,raw,happy,happy,happy,p04,M18,p04:M18,M,False,24200,1,2,41174,1.701404959,NONE,
c5a99f55d6ca1670,test,Happy/happy_p04_M18_123_128_vocals.wav,happy_p04_M18_123_128_vocals.wav,c5a99f55d6ca1670862b0a218fe621b6d090bb02096e35f0c41ff50adf36f4a2,happy_p04_m18_123_128,processed,happy,happy,happy,p04,M18,p04:M18,M,False,24200,1,2,145692,6.020330579,NONE,
81c1efc1892bbb37,test,Happy/happy_p04_M18_130_133.wav,happy_p04_M18_130_133.wav,81c1efc1892bbb376251067f3cf92662cad8343fa3bbb17f7783ed2911b2a481,happy_p04_m18_130_133,raw,happy,happy,happy,p04,M18,p04:M18,M,False,24200,1,2,102105,4.219214876,NONE,
154ca8c6524fc7d0,test,Happy/happy_p04_M18_1549_1553.wav,happy_p04_M18_1549_1553.wav,154ca8c6524fc7d090b21f3ef53677744fc31fb0fa3eca2234eb0fdecfceb607,happy_p04_m18_1549_1553,raw,happy,happy,happy,p04,M18,p04:M18,M,False,24200,1,2,124578,5.14785124,NONE,
2a908902e3758525,test,Happy/happy_p04_M18_2359_2404.wav,happy_p04_M18_2359_2404.wav,2a908902e37585254429ce1600b21b27c3f326536587e8dac7e0c52920f3fbba,happy_p04_m18_2359_2404,raw,happy,happy,happy,p04,M18,p04:M18,M,False,24200,1,2,134876,5.57338843,NONE,
57745b63bc34217b,test,Happy/happy_p04_M18_2518_2522.wav,happy_p04_M18_2518_2522.wav,57745b63bc34217b83a7af941cf635ef49774b7668e614044a9b99bd9f890b6a,happy_p04_m18_2518_2522,raw,happy,happy,happy,p04,M18,p04:M18,M,False,24200,1,2,89917,3.715578512,NONE,
69a680fc6c98a444,test,Happy/happy_p04_M18_2612_2615.wav,happy_p04_M18_2612_2615.wav,69a680fc6c98a44452e3a3711a2dbd25e5e0a18d64e13269d6e6bba7650fd840,happy_p04_m18_2612_2615,raw,happy,happy,happy,p04,M18,p04:M18,M,False,24200,1,2,89623,3.703429752,NONE,
8c059d702443ad66,test,Happy/happy_p04_M18_5016_5017.wav,happy_p04_M18_5016_5017.wav,8c059d702443ad664ed76d669633300cc3342eb2427bda86ee7ddeabc2636e31,happy_p04_m18_5016_5017,raw,happy,happy,happy,p04,M18,p04:M18,M,False,24200,1,2,49032,2.026115702,NONE,
8e80673e6c4b9525,test,Happy/happy_p07_eb_F32_1442_1447_vocals.wav,happy_p07_eb_F32_1442_1447_vocals.wav,8e80673e6c4b9525a016430bd197055fe311fb01606edf1e6a16c4752d3062ba,happy_p07_eb_f32_1442_1447,processed,happy,happy,happy,p07,F32,p07:F32,F,True,24400,1,2,131218,5.377786885,NONE,
13b40b557bc78e33,test,Happy/happy_p07_F33_2610_2614_vocals.wav,happy_p07_F33_2610_2614_vocals.wav,13b40b557bc78e33bbb4460c83ca98a7e44b145295fd700a8441790d78b26080,happy_p07_f33_2610_2614,processed,happy,happy,happy,p07,F33,p07:F33,F,False,24400,1,2,99953,4.096434426,NONE,
3cdfc7828c5f6c88,test,Happy/happy_p07_F33_2650_2656_vocals.wav,happy_p07_F33_2650_2656_vocals.wav,3cdfc7828c5f6c88b107001a166a27af9420ab0a1b8734738c2a16886ab098d3,happy_p07_f33_2650_2656,processed,happy,happy,happy,p07,F33,p07:F33,F,False,24400,1,2,159778,6.548278689,NONE,
34988de9a1c91647,test,Happy/happy_p07_M19_2615_2619_vocals.wav,happy_p07_M19_2615_2619_vocals.wav,34988de9a1c9164748d81994058ff3817158471bf90a4672f66b9c55efe616e8,happy_p07_m19_2615_2619,processed,happy,happy,happy,p07,M19,p07:M19,M,False,24400,1,2,104816,4.295737705,NONE,
89a03b6e110eeade,test,Happy/happy_p10_F27_2028_2034_vocals.wav,happy_p10_F27_2028_2034_vocals.wav,89a03b6e110eeade32c6c704add107dfad84678dd8d9262e18fd071c1a4fee8a,happy_p10_f27_2028_2034,processed,happy,happy,happy,p10,F27,p10:F27,F,False,24200,1,2,159367,6.585413223,NONE,
6289d43b5462d18b,test,Happy/happy_p10_F27_2043_22048_vocals.wav,happy_p10_F27_2043_22048_vocals.wav,6289d43b5462d18b69f3ea1d4097f2bf5a7a16debf0ebdf84af67cb36eee020e,happy_p10_f27_2043_22048,processed,happy,happy,happy,p10,F27,p10:F27,F,False,24200,1,2,130264,5.382809917,NONE,
2d4a466d2561c287,test,Happy/happy_p10_F27_2050_2054_vocals.wav,happy_p10_F27_2050_2054_vocals.wav,2d4a466d2561c287378f865e9b0d3c18950a5bce6590b53b43e627b62aac9e50,happy_p10_f27_2050_2054,processed,happy,happy,happy,p10,F27,p10:F27,F,False,24200,1,2,109720,4.533884298,NONE,
04ad77f1f8487cef,test,Happy/happy_p10_F27_2104_2107_vocals.wav,happy_p10_F27_2104_2107_vocals.wav,04ad77f1f8487ceff5b502478e3bad6f09810e0cb6f7058877d1480ef962262e,happy_p10_f27_2104_2107,processed,happy,happy,happy,p10,F27,p10:F27,F,False,24200,1,2,79217,3.273429752,NONE,
0798648d070626fe,test,Happy/happy_p10_F28_1531_1535_vocals.wav,happy_p10_F28_1531_1535_vocals.wav,0798648d070626fec51218ea293e4d29ebb5892989a30db9d35fbb7de15aab49,happy_p10_f28_1531_1535,processed,happy,happy,happy,p10,F28,p10:F28,F,False,24200,1,2,122427,5.058966942,NONE,
4c843a2eb2a87528,test,Happy/happy_p10_F28_2733_2737.wav,happy_p10_F28_2733_2737.wav,4c843a2eb2a87528b0794e5697eaf5436f098df5f36f0dab05d18c02ebe070a9,happy_p10_f28_2733_2737,raw,happy,happy,happy,p10,F28,p10:F28,F,False,24200,1,2,103383,4.272024793,NONE,
